Year,Month,Day,Pressure_Surface,Temp,Temp_MAX,Temp_MIN,Dew_Point,Wet_Bulb,Specific_Humidity,Relative_Humidity,Wind_Speed,Wind_Speed_Max,Wind_Speed_Min,Wind_Direction,Rainfall
1981,1,1,101.28,18.98,26.13,12.76,9.46,14.22,7.32,56.25,2.42,3.19,1.63,334.12,0
1981,1,2,101.28,19.08,25.51,13.21,8.41,13.75,6.84,51.94,1.66,2.34,1.19,263.5,0
1981,1,3,101.29,19.15,25.46,13.71,9.52,14.33,7.32,54.81,1.38,2.11,0.48,226.94,0
1981,1,4,101.29,19.07,25.85,13.53,9.04,14.05,7.14,54.5,1.84,3.17,0.54,248.06,0
1981,1,5,101.24,19.89,26.61,13.94,12.74,16.32,9.22,67.88,2.14,3.93,0.86,194.19,0
1981,1,6,101.09,20.82,26.62,15.56,15.95,18.39,11.29,76.06,2.33,3.25,0.83,191.75,1
1981,1,7,101.06,20.21,26.27,16.43,17.07,18.64,12.08,83.44,3.07,4.94,0.7,224.88,1
1981,1,8,101.35,17.97,23.93,13.39,12.27,15.12,8.85,72.5,2.84,4.0,1.87,275.69,1
1981,1,9,101.62,16.46,23.08,10.91,9.0,12.73,7.08,64.38,3.12,4.02,2.13,179.75,0
1981,1,10,101.68,16.62,24.37,10.02,8.31,12.46,6.71,61.56,2.49,3.23,0.66,159.0,0
1981,1,11,101.7,17.68,25.27,10.57,10.71,14.19,7.93,66.56,2.33,3.26,0.71,208.5,0
1981,1,12,101.87,18.78,24.62,14.18,12.27,15.53,8.79,67.81,2.95,5.3,1.83,129.94,0
1981,1,13,101.75,19.4,25.73,14.67,13.97,16.69,9.83,73.0,3.28,4.97,1.99,186.06,1
1981,1,14,101.66,19.12,25.62,14.87,13.07,16.09,9.28,70.44,3.23,4.7,1.99,329.75,1
1981,1,15,101.69,19.15,26.65,12.64,12.44,15.8,8.85,68.0,2.98,3.65,1.91,178.06,0
1981,1,16,101.72,19.71,27.92,12.5,11.65,15.68,8.42,63.69,2.68,3.41,1.56,152.38,0
1981,1,17,101.7,20.53,28.34,13.32,9.74,15.14,7.45,53.62,1.78,3.19,0.29,123.12,0
1981,1,18,101.48,20.47,27.63,13.51,9.37,14.91,7.26,52.0,1.48,3.02,0.22,203.62,0
1981,1,19,101.31,19.86,26.73,13.67,9.08,14.47,7.14,52.44,1.58,2.62,0.16,220.94,0
1981,1,20,101.48,19.58,26.57,14.05,9.28,14.43,7.2,53.75,2.11,2.69,0.94,259.75,0
1981,1,21,101.44,19.65,26.28,13.3,8.7,14.18,6.96,51.62,1.62,2.55,0.34,199.81,0
1981,1,22,101.3,19.98,26.03,13.78,8.44,14.21,6.84,49.25,1.42,2.99,0.2,191.31,0
1981,1,23,101.32,20.2,27.44,14.23,9.98,15.08,7.57,55.25,1.9,3.46,0.53,203.25,0
1981,1,24,101.42,20.69,28.06,14.88,12.45,16.57,8.97,63.56,1.63,3.23,0.2,87.88,0
1981,1,25,101.58,20.19,27.72,13.4,11.99,16.09,8.61,62.0,2.88,3.8,2.14,130.88,0
1981,1,26,101.77,20.26,27.12,14.26,13.79,17.03,9.7,69.12,2.93,3.91,1.6,210.94,1
1981,1,27,101.72,20.02,27.46,14.12,11.7,15.87,8.48,61.88,3.22,3.57,2.71,215.62,0
1981,1,28,101.64,19.49,26.75,13.51,9.8,14.65,7.45,56.31,2.64,3.88,1.3,207.25,0
1981,1,29,101.38,19.44,25.9,13.27,8.26,13.85,6.71,51.12,1.9,3.36,0.59,239.12,0
1981,1,30,101.29,20.33,27.51,13.09,10.34,15.33,7.81,54.81,2.52,4.48,0.77,174.62,0
1981,1,31,101.33,22.01,29.08,15.76,15.55,18.78,10.93,70.19,2.59,3.85,1.72,184.12,0
1981,2,1,101.38,21.8,27.15,16.97,17.38,19.59,12.27,77.88,2.11,3.29,0.58,216.38,1
1981,2,2,101.49,21.46,27.79,16.39,14.7,18.08,10.38,68.5,2.53,3.61,1.69,248.81,0
1981,2,3,101.58,19.43,26.32,14.05,10.4,14.92,7.75,58.44,3.39,4.35,2.73,211.62,0
1981,2,4,101.48,18.57,25.9,11.76,8.51,13.54,6.84,54.19,2.81,3.73,2.04,326.69,0
1981,2,5,101.56,19.66,26.91,12.91,10.16,14.91,7.63,56.75,2.51,3.34,1.66,207.88,0
1981,2,6,101.6,21.26,28.7,14.04,10.12,15.69,7.63,51.62,2.35,3.55,1.16,169.94,0
1981,2,7,101.32,23.5,31.13,15.94,10.06,16.78,7.63,44.75,1.68,3.5,0.2,222.69,0
1981,2,8,101.19,23.72,30.65,17.6,11.79,17.75,8.54,48.56,1.7,2.73,0.7,233.25,0
1981,2,9,101.27,22.06,30.35,15.67,12.64,17.35,9.03,58.38,2.95,7.12,0.57,141.38,0
1981,2,10,101.21,18.29,22.23,15.26,14.64,16.47,10.31,80.12,2.82,5.48,0.77,150.44,1
1981,2,11,101.08,18.44,23.83,12.16,12.42,15.43,8.91,70.75,2.91,4.51,1.12,302.31,0
1981,2,12,101.16,19.38,25.35,12.87,8.93,14.15,7.08,54.12,1.35,2.49,0.12,197.25,0
1981,2,13,101.11,19.05,26.21,11.93,8.76,13.9,7.02,54.94,2.41,3.18,1.55,132.94,0
1981,2,14,101.14,20.67,27.83,12.78,9.05,14.86,7.14,50.69,1.92,3.29,0.28,161.06,0
1981,2,15,101.03,21.55,30.19,13.2,9.79,15.67,7.51,52.06,2.45,3.67,0.96,183.69,0
1981,2,16,101.11,22.87,31.35,14.55,11.9,17.39,8.79,57.19,2.61,3.38,1.61,223.31,0
1981,2,17,101.12,23.87,31.59,16.67,12.15,18.01,8.79,51.5,2.04,4.16,0.41,251.38,0
1981,2,18,101.12,23.53,30.57,16.93,8.44,15.99,6.96,41.69,2.14,4.2,0.53,285.12,0
1981,2,19,101.16,22.37,30.34,14.98,5.74,14.05,5.68,36.44,1.88,3.26,0.66,260.12,0
1981,2,20,101.17,22.11,29.74,13.95,6.76,14.44,6.1,39.94,1.77,2.79,0.64,189.25,0
1981,2,21,101.13,23.55,30.55,16.41,6.74,15.15,6.1,35.5,1.35,2.75,0.66,207.62,0
1981,2,22,101.13,23.43,30.94,16.19,6.69,15.06,6.1,36.81,1.54,2.76,0.66,257.06,0
1981,2,23,101.24,23.65,31.49,16.01,5.76,14.7,5.68,34.06,1.64,2.94,0.77,233.81,0
1981,2,24,101.23,24.27,32.0,16.36,6.22,15.25,5.86,33.12,1.43,2.53,0.66,213.25,0
1981,2,25,101.15,24.62,33.07,16.19,8.58,16.6,6.9,38.62,1.96,3.62,0.74,201.94,0
1981,2,26,101.04,25.49,34.69,16.2,12.89,19.19,9.4,53.25,2.62,3.68,1.42,243.25,0
1981,2,27,101.02,26.15,34.61,18.5,13.39,19.77,9.95,52.94,2.87,4.41,1.28,250.5,0
1981,2,28,101.06,26.0,35.09,18.54,14.02,20.01,10.31,56.12,3.63,5.69,2.29,213.75,0
1981,3,1,101.06,27.02,35.59,19.81,18.38,22.7,13.24,64.81,4.51,5.51,2.89,202.5,0
1981,3,2,101.12,26.76,34.38,20.67,17.4,22.08,12.7,63.62,2.84,4.68,1.52,212.88,0
1981,3,3,101.34,26.31,33.74,19.78,11.27,18.79,8.91,47.94,2.19,3.32,1.13,262.94,0
1981,3,4,101.49,24.34,32.82,15.57,5.97,15.15,5.8,34.88,2.41,3.26,1.59,147.25,0
1981,3,5,101.45,24.01,32.2,16.02,6.4,15.2,5.98,35.56,2.11,3.05,0.93,145.44,0
1981,3,6,101.47,25.18,32.87,16.96,7.56,16.37,6.47,35.62,1.53,3.2,0.54,197.81,0
1981,3,7,101.39,26.03,33.69,18.61,14.96,20.49,10.56,54.38,2.77,3.66,1.77,226.81,0
1981,3,8,101.07,27.16,36.05,18.8,15.3,21.23,10.86,53.81,4.15,4.84,2.61,213.25,0
1981,3,9,101.13,27.94,35.98,20.9,16.15,22.05,11.54,53.75,2.76,4.73,0.61,231.25,0
1981,3,10,101.25,26.44,32.68,20.15,14.15,20.29,10.19,51.06,2.42,4.12,1.01,229.81,0
1981,3,11,101.16,27.01,35.1,19.93,14.03,20.52,9.95,48.94,3.37,6.31,1.96,207.31,0
1981,3,12,101.24,26.2,32.16,19.93,17.69,21.94,12.57,63.0,2.36,4.83,0.89,196.06,1
1981,3,13,101.38,25.54,29.66,21.96,17.32,21.43,12.27,62.31,1.35,2.98,0.23,263.69,1
1981,3,14,101.45,25.94,31.67,20.69,15.02,20.48,10.56,53.12,1.44,2.59,0.29,191.5,1
1981,3,15,101.48,25.76,32.55,19.33,14.41,20.08,10.19,52.94,1.79,2.49,0.3,129.06,1
1981,3,16,101.18,26.25,33.42,20.01,13.58,19.91,9.64,48.19,2.9,4.7,1.46,236.88,0
1981,3,17,100.86,25.37,32.44,18.46,13.91,19.64,9.89,52.0,3.3,4.79,2.13,288.38,0
1981,3,18,100.76,26.62,34.37,18.67,12.63,19.62,9.16,46.5,2.86,3.89,0.79,261.0,0
1981,3,19,100.81,27.55,35.46,18.21,10.33,18.94,7.87,38.5,1.72,2.56,0.26,254.44,0
1981,3,20,100.78,28.27,36.09,19.04,14.12,21.19,10.13,44.56,2.65,3.94,1.1,237.31,0
1981,3,21,100.82,27.07,32.45,22.27,18.12,22.59,13.0,60.75,3.02,3.96,1.9,247.56,0
1981,3,22,100.5,28.77,36.15,22.81,16.78,22.77,12.08,52.69,3.3,4.7,2.03,256.12,0
1981,3,23,100.44,27.4,33.62,21.5,18.3,22.85,13.18,60.94,3.65,5.77,2.61,207.94,1
1981,3,24,100.67,27.87,34.39,23.1,18.54,23.2,13.49,61.62,2.77,4.62,0.51,165.81,1
1981,3,25,100.89,25.62,31.42,20.92,17.82,21.73,12.82,65.88,2.83,3.55,2.04,171.38,1
1981,3,26,100.87,24.55,29.3,19.8,15.87,20.21,11.29,61.31,1.25,2.37,0.47,168.31,1
1981,3,27,100.72,25.65,31.83,18.72,16.08,20.87,11.41,58.25,2.48,3.75,0.61,199.62,1
1981,3,28,100.88,25.62,31.19,20.23,17.77,21.69,12.63,64.81,3.06,4.8,1.5,175.38,1
1981,3,29,101.0,26.58,33.57,19.84,18.72,22.65,13.43,66.19,2.82,3.51,2.23,180.19,0
1981,3,30,100.91,27.76,33.56,22.17,19.11,23.44,13.85,63.12,2.23,4.64,0.62,202.19,0
1981,3,31,100.66,26.9,32.55,22.88,21.06,23.98,15.56,72.75,3.7,4.69,2.03,183.56,1
1981,4,1,100.55,26.9,32.87,21.83,20.69,23.8,15.26,71.81,5.0,6.49,2.33,187.44,1
1981,4,2,100.78,28.22,34.97,22.48,20.37,24.3,15.01,67.31,3.91,6.12,2.75,187.75,1
1981,4,3,100.7,29.24,36.07,23.02,20.48,24.86,15.14,64.19,4.91,7.07,3.25,197.06,0
1981,4,4,100.44,29.55,36.52,23.65,22.04,25.8,16.6,67.69,5.55,7.54,3.42,190.31,1
1981,4,5,100.28,29.99,37.6,24.64,22.18,26.08,16.91,67.69,4.91,6.12,2.99,197.0,1
1981,4,6,100.48,29.8,38.2,22.79,16.33,23.06,12.7,54.06,3.59,5.4,2.07,228.75,0
1981,4,7,100.56,28.54,37.61,19.87,13.98,21.26,10.68,51.94,2.7,4.02,1.11,212.94,0
1981,4,8,100.6,28.63,37.4,20.8,14.81,21.73,11.29,53.62,3.18,4.3,1.78,202.38,0
1981,4,9,100.49,28.88,37.87,20.08,15.69,22.29,11.47,53.69,3.85,4.66,2.79,213.5,0
1981,4,10,100.37,29.83,38.89,22.57,18.54,24.19,13.73,58.88,4.52,6.03,2.58,212.06,0
1981,4,11,100.5,29.44,37.87,23.12,19.89,24.66,14.77,63.25,4.88,6.96,2.86,194.19,1
1981,4,12,100.63,27.32,33.83,22.73,21.52,24.42,16.11,74.06,4.72,6.42,2.98,147.31,1
1981,4,13,100.72,27.56,33.23,22.61,21.61,24.58,16.11,72.5,3.7,5.99,2.35,139.25,1
1981,4,14,100.67,28.9,34.26,24.69,22.07,25.49,16.6,69.06,4.51,5.93,2.81,158.19,0
1981,4,15,100.76,28.75,33.79,24.08,21.44,25.09,15.99,67.69,4.04,5.06,2.8,162.0,0
1981,4,16,100.57,28.12,33.53,24.11,23.18,25.65,17.76,76.5,3.95,5.38,2.43,170.44,1
1981,4,17,100.54,26.53,30.54,23.78,23.61,25.07,18.19,84.75,4.96,5.77,3.14,173.94,1
1981,4,18,100.63,27.06,31.63,23.89,23.82,25.44,18.43,83.38,5.44,7.45,2.98,166.69,1
1981,4,19,100.83,26.89,31.06,24.57,24.12,25.51,18.74,85.44,6.42,8.66,4.47,167.06,1
1981,4,20,100.81,26.12,29.87,22.66,22.3,24.21,16.85,80.94,2.21,5.45,0.2,159.62,1
1981,4,21,100.74,26.02,31.07,20.85,19.95,22.99,14.53,71.62,1.67,3.67,0.27,104.06,1
1981,4,22,100.73,26.73,31.83,21.24,21.06,23.9,15.56,72.81,2.28,3.35,1.16,155.69,1
1981,4,23,100.85,26.99,31.68,22.69,22.81,24.9,17.27,79.44,2.79,3.43,2.2,188.31,0
1981,4,24,100.99,26.76,30.46,23.61,23.76,25.26,18.31,84.5,2.64,3.21,1.41,186.12,0
1981,4,25,100.95,27.3,33.42,22.63,21.94,24.62,16.42,75.56,1.66,2.88,0.09,142.69,0
1981,4,26,100.87,28.3,34.75,22.23,21.47,24.88,15.93,69.75,2.2,3.42,1.3,176.94,0
1981,4,27,100.91,28.11,34.45,22.33,21.09,24.6,15.62,69.12,3.07,4.05,2.27,178.88,0
1981,4,28,100.84,28.23,34.65,21.9,20.69,24.46,15.26,67.75,2.19,3.34,0.52,169.5,0
1981,4,29,100.67,28.86,34.84,23.4,22.03,25.44,16.54,69.75,3.07,5.87,1.96,172.38,0
1981,4,30,100.77,29.23,34.73,24.05,22.65,25.94,17.21,70.88,2.53,4.68,0.73,186.88,0
1981,5,1,100.83,30.35,36.65,25.34,22.29,26.32,16.85,65.94,3.94,5.46,2.75,187.12,0
1981,5,2,100.81,29.9,36.19,24.53,21.62,25.76,16.17,64.62,3.69,5.08,2.05,166.81,0
1981,5,3,100.81,28.78,33.65,23.33,20.62,24.7,15.14,63.75,1.31,2.14,0.2,87.44,1
1981,5,4,100.8,29.32,34.56,24.19,21.05,25.19,15.56,63.5,1.98,3.06,0.41,192.88,0
1981,5,5,100.8,27.87,32.16,24.03,19.87,23.87,14.53,63.81,2.54,3.42,0.95,183.06,0
1981,5,6,100.75,27.24,32.91,23.47,19.43,23.33,14.1,64.44,3.18,4.09,2.71,148.56,1
1981,5,7,100.71,27.44,33.32,22.37,19.74,23.58,14.34,65.69,2.93,4.91,1.05,172.38,1
1981,5,8,100.66,26.56,31.47,23.0,20.84,23.7,15.38,71.94,3.3,5.58,0.88,153.88,1
1981,5,9,100.48,27.24,31.76,23.74,22.57,24.9,17.09,76.5,2.98,4.76,1.69,189.88,1
1981,5,10,100.37,27.89,31.33,24.94,23.76,25.83,18.43,79.12,2.48,2.92,1.99,195.94,1
1981,5,11,100.36,28.62,32.59,24.94,23.29,25.96,17.94,74.69,2.35,3.05,1.12,210.62,0
1981,5,12,100.23,29.62,34.51,24.63,23.39,26.51,18.07,71.12,2.99,4.53,2.35,219.19,1
1981,5,13,100.15,29.59,34.95,24.26,23.28,26.44,17.94,71.56,3.3,4.7,2.38,193.38,1
1981,5,14,100.29,29.66,35.11,24.83,23.76,26.71,18.49,73.25,3.13,5.7,1.73,179.62,1
1981,5,15,100.14,29.92,35.24,25.62,24.15,27.04,18.92,73.69,4.22,6.41,2.88,172.38,1
1981,5,16,100.15,29.34,33.98,25.76,24.98,27.15,19.9,78.88,5.08,6.2,3.53,172.81,1
1981,5,17,100.22,28.95,33.0,25.93,25.48,27.22,20.45,82.62,5.16,6.17,3.6,168.81,1
1981,5,18,100.28,28.64,32.25,25.18,24.27,26.46,19.04,78.56,2.59,4.09,1.21,149.75,1
1981,5,19,100.11,29.61,34.07,24.9,24.19,26.9,18.98,74.38,1.84,3.41,0.99,177.38,0
1981,5,20,100.14,29.62,34.22,26.26,24.57,27.1,19.41,76.19,4.06,5.72,2.69,170.88,1
1981,5,21,100.3,28.98,33.71,25.58,23.91,26.44,18.62,76.19,5.02,6.5,3.27,159.88,1
1981,5,22,100.39,28.55,33.26,25.17,24.16,26.36,18.86,78.94,4.01,5.23,2.97,158.5,1
1981,5,23,100.25,29.21,33.66,25.31,24.44,26.83,19.23,77.12,2.98,4.78,1.99,179.56,1
1981,5,24,100.24,29.02,32.93,25.75,24.52,26.77,19.35,77.94,3.83,4.78,3.04,176.94,0
1981,5,25,100.4,29.01,33.98,25.63,24.62,26.81,19.41,79.0,3.85,5.14,1.77,168.38,1
1981,5,26,100.52,29.22,34.51,25.39,23.8,26.51,18.49,75.31,3.81,5.37,2.38,173.06,1
1981,5,27,100.45,29.33,34.25,25.08,24.31,26.82,19.04,76.62,4.36,5.53,2.93,169.44,1
1981,5,28,100.3,28.98,33.41,25.9,25.07,27.02,19.96,80.5,6.15,7.85,4.2,191.0,1
1981,5,29,100.38,28.9,32.9,25.65,25.01,26.96,19.84,80.69,5.59,6.83,4.35,187.06,1
1981,5,30,100.36,28.8,31.99,26.06,25.69,27.25,20.69,84.0,5.11,6.47,4.08,184.56,1
1981,5,31,100.32,28.63,31.65,26.37,25.84,27.23,20.87,85.56,3.98,5.5,3.18,177.25,1
1981,6,1,100.22,28.05,30.67,26.09,25.62,26.83,20.63,87.12,3.77,4.71,2.62,168.44,1
1981,6,2,100.07,28.76,32.49,25.64,25.18,26.98,20.14,82.12,3.38,5.16,2.01,152.5,1
1981,6,3,99.91,28.77,32.43,25.91,25.37,27.07,20.39,82.75,2.87,3.77,2.38,160.62,1
1981,6,4,99.81,29.73,34.24,26.34,26.62,28.17,22.03,84.38,4.27,5.26,3.16,179.56,1
1981,6,5,99.95,29.48,33.19,27.07,25.88,27.68,21.06,82.0,5.35,6.59,3.48,193.88,1
1981,6,6,99.99,29.61,33.18,26.67,26.24,27.92,21.48,83.12,5.64,6.86,4.45,168.94,1
1981,6,7,100.06,28.47,31.9,25.76,24.95,26.71,19.84,82.31,3.91,5.91,1.75,150.0,0
1981,6,8,100.07,28.4,32.25,24.92,23.82,26.11,18.55,77.81,2.46,3.19,1.29,155.12,0
1981,6,9,100.13,28.43,33.18,23.98,23.26,25.84,17.94,75.88,3.12,4.21,2.36,151.88,0
1981,6,10,100.04,28.66,32.62,25.34,24.36,26.51,19.17,78.88,2.96,3.77,2.17,147.31,1
1981,6,11,99.97,29.98,34.84,25.06,23.94,26.96,18.74,72.44,2.25,3.85,1.55,177.19,1
1981,6,12,99.82,30.48,35.44,26.04,24.52,27.5,19.41,72.88,3.34,5.04,2.1,186.88,1
1981,6,13,99.6,30.33,34.56,26.87,25.76,28.05,20.94,78.0,3.55,5.03,2.46,179.62,1
1981,6,14,99.58,29.62,32.96,26.96,26.59,28.11,22.03,84.56,2.64,3.31,1.92,160.81,1
1981,6,15,99.77,28.98,31.34,26.76,26.4,27.69,21.73,86.56,3.07,3.94,2.02,178.38,1
1981,6,16,99.87,28.87,32.91,25.73,24.63,26.75,19.59,79.5,4.36,5.23,2.62,164.25,0
1981,6,17,99.9,28.77,33.34,24.94,23.91,26.34,18.68,76.5,4.88,6.96,2.45,155.62,0
1981,6,18,99.97,29.27,34.21,25.0,23.89,26.58,18.62,74.56,4.08,5.38,2.18,148.44,0
1981,6,19,99.8,29.69,34.08,26.18,25.32,27.51,20.39,78.75,3.5,4.3,2.48,137.38,1
1981,6,20,99.59,28.71,32.09,26.42,25.79,27.25,21.0,84.88,6.04,8.92,2.48,142.69,1
1981,6,21,99.69,29.27,32.96,26.79,25.62,27.44,20.75,81.81,6.41,9.05,3.66,151.81,1
1981,6,22,99.86,28.54,31.94,26.22,26.08,27.3,21.3,86.94,6.64,8.01,5.2,148.0,1
1981,6,23,100.06,28.97,32.35,26.58,25.91,27.44,21.06,84.31,5.77,7.3,4.48,159.0,1
1981,6,24,100.15,28.92,32.48,26.12,25.78,27.35,20.87,83.88,5.99,7.68,4.5,164.06,1
1981,6,25,100.3,28.43,30.92,26.27,25.15,26.79,20.08,83.25,4.56,6.04,3.07,180.81,1
1981,6,26,100.19,28.82,33.04,25.93,25.32,27.07,20.26,82.44,5.48,7.74,3.26,182.56,1
1981,6,27,100.3,28.78,32.81,26.01,25.27,27.02,20.2,82.44,5.93,7.52,4.46,181.75,1
1981,6,28,100.4,28.62,31.9,26.29,25.58,27.1,20.57,84.25,5.28,6.8,4.02,178.38,0
1981,6,29,100.25,27.93,30.08,26.29,25.76,26.85,20.81,88.25,5.23,6.65,3.95,174.0,1
1981,6,30,99.9,29.1,33.14,26.33,26.11,27.61,21.3,84.75,5.34,6.59,3.76,184.0,1
1981,7,1,99.73,28.35,31.07,26.58,26.42,27.39,21.79,89.62,4.59,5.98,2.32,210.69,1
1981,7,2,99.87,28.33,31.4,26.14,25.94,27.14,21.12,87.31,5.95,7.49,4.84,208.25,1
1981,7,3,99.96,28.63,31.4,26.38,26.27,27.45,21.55,87.56,4.46,5.58,3.16,197.5,1
1981,7,4,99.9,29.1,32.6,26.65,25.98,27.54,21.18,84.06,3.41,4.8,1.7,195.19,1
1981,7,5,99.77,28.62,32.07,26.29,25.8,27.21,20.94,85.5,3.45,4.66,2.48,172.06,1
1981,7,6,99.8,28.45,31.92,25.99,25.45,26.95,20.51,84.69,5.46,8.7,2.22,155.81,0
1981,7,7,99.9,28.36,32.16,25.72,25.56,26.96,20.63,85.62,4.52,6.78,2.92,155.0,1
1981,7,8,99.96,28.66,32.52,26.12,25.8,27.23,20.94,85.25,5.52,7.82,3.91,150.75,1
1981,7,9,99.98,28.53,31.98,25.89,25.56,27.05,20.63,84.75,4.81,6.98,3.37,155.12,1
1981,7,10,99.89,28.62,32.33,25.9,25.64,27.13,20.75,84.75,4.53,6.34,3.01,163.12,1
1981,7,11,99.8,28.51,32.37,25.51,26.05,27.29,21.3,87.06,4.45,6.58,2.31,138.12,1
1981,7,12,99.85,28.25,31.76,25.9,25.9,27.07,21.06,87.38,6.73,8.88,4.39,152.19,1
1981,7,13,100.03,28.57,32.17,26.05,26.0,27.29,21.18,86.5,5.95,7.15,4.61,164.0,1
1981,7,14,100.04,28.64,32.04,26.49,26.35,27.5,21.61,87.94,5.44,7.03,4.39,177.25,1
1981,7,15,100.07,28.87,32.41,26.43,26.12,27.49,21.3,85.75,5.03,6.35,3.45,171.94,1
1981,7,16,100.1,28.18,30.83,26.55,26.11,27.15,21.3,88.88,4.33,5.28,3.27,167.44,1
1981,7,17,100.19,27.65,29.84,26.09,25.76,26.71,20.81,89.69,4.43,6.63,2.95,173.31,1
1981,7,18,100.14,27.41,29.55,26.05,25.58,26.49,20.63,89.94,4.23,5.45,3.04,164.06,1
1981,7,19,100.04,27.99,31.24,25.72,25.49,26.74,20.51,87.0,2.69,3.58,2.08,182.25,1
1981,7,20,100.02,28.33,31.4,25.17,25.51,26.92,20.51,85.31,2.47,3.14,1.94,156.5,1
1981,7,21,100.03,28.83,31.95,26.09,26.38,27.6,21.67,87.19,2.48,3.16,1.79,162.25,1
1981,7,22,100.02,27.92,30.4,25.56,25.86,26.89,21.0,88.81,3.8,6.67,1.66,166.69,1
1981,7,23,100.09,27.99,31.62,25.4,25.69,26.84,20.75,87.81,4.8,6.76,2.62,152.56,1
1981,7,24,100.25,27.41,29.76,25.56,25.65,26.53,20.69,90.31,2.98,3.96,2.1,164.0,1
1981,7,25,100.28,28.39,31.75,25.39,25.95,27.17,21.06,87.31,3.98,5.58,2.21,182.62,1
1981,7,26,100.38,28.29,31.19,26.4,26.3,27.29,21.42,89.25,4.8,6.18,3.52,188.31,1
1981,7,27,100.39,27.91,30.48,26.11,26.08,27.0,21.18,90.0,5.14,6.42,3.76,180.19,1
1981,7,28,100.37,28.56,32.15,25.7,25.97,27.26,21.06,86.5,4.62,5.7,3.61,186.75,1
1981,7,29,100.33,28.44,31.87,26.23,26.19,27.31,21.3,88.06,5.15,6.23,3.88,191.94,1
1981,7,30,100.13,27.62,29.69,25.89,26.17,26.89,21.36,91.88,5.14,5.98,3.89,186.44,1
1981,7,31,99.93,28.12,31.37,25.94,26.05,27.09,21.24,88.88,4.15,4.85,3.02,183.06,1
1981,8,1,99.91,27.81,30.94,25.66,25.53,26.67,20.57,87.88,3.64,4.62,2.67,166.38,1
1981,8,2,100.12,27.35,30.38,25.4,25.3,26.33,20.26,88.94,3.15,4.05,2.48,134.69,1
1981,8,3,100.21,27.66,30.06,25.63,25.8,26.73,20.87,89.81,4.2,5.83,2.88,137.25,1
1981,8,4,100.0,28.01,31.26,25.84,25.72,26.87,20.81,87.81,4.51,6.1,2.64,141.56,1
1981,8,5,99.79,28.32,31.98,25.97,26.12,27.22,21.36,88.31,4.23,5.62,2.89,141.38,1
1981,8,6,99.75,28.27,30.73,25.96,26.19,27.23,21.48,88.75,3.61,4.99,2.52,148.81,1
1981,8,7,99.83,28.21,31.58,25.62,25.94,27.08,21.12,88.0,4.56,6.32,2.13,134.25,1
1981,8,8,100.04,28.09,31.44,26.05,25.58,26.83,20.63,86.69,6.71,8.45,4.56,132.0,1
1981,8,9,100.19,27.58,30.3,26.08,25.79,26.69,20.87,90.12,5.16,6.07,3.87,154.94,1
1981,8,10,100.1,28.46,32.09,25.56,26.02,27.24,21.18,87.25,4.18,5.52,2.7,187.94,1
1981,8,11,99.94,29.17,32.37,26.4,26.61,27.89,21.97,86.5,2.74,4.18,1.55,229.12,1
1981,8,12,99.6,28.44,30.73,26.62,26.63,27.54,22.09,90.06,2.61,3.64,1.97,292.31,1
1981,8,13,99.6,28.54,31.92,26.48,26.43,27.48,21.79,88.75,3.93,6.24,2.46,173.06,1
1981,8,14,99.83,28.33,31.76,26.25,25.97,27.15,21.18,87.5,6.9,8.73,4.3,146.81,1
1981,8,15,100.09,28.15,31.63,25.76,25.89,27.02,21.0,88.0,5.7,7.86,3.26,149.25,0
1981,8,16,100.23,28.19,31.7,25.58,25.66,26.93,20.69,86.75,4.79,6.68,2.95,168.12,1
1981,8,17,100.14,28.29,31.95,25.69,25.69,26.99,20.75,86.44,4.87,5.84,3.59,175.56,1
1981,8,18,99.97,28.38,31.5,26.27,26.27,27.33,21.48,88.75,4.53,5.48,3.51,168.06,1
1981,8,19,99.84,29.15,32.94,26.46,26.49,27.83,21.85,86.25,4.16,4.88,3.2,177.0,1
1981,8,20,99.82,28.73,31.94,26.53,26.37,27.55,21.67,87.69,3.96,5.75,2.3,160.69,1
1981,8,21,99.75,27.97,29.84,26.56,26.68,27.32,22.09,92.75,3.05,5.51,1.44,182.12,1
1981,8,22,99.77,28.34,31.92,26.07,26.05,27.2,21.3,88.0,5.07,6.96,2.92,168.31,1
1981,8,23,100.08,27.8,30.5,26.11,25.62,26.71,20.69,88.31,6.09,7.15,4.47,184.75,1
1981,8,24,100.2,28.14,31.02,25.85,25.85,27.0,20.94,87.88,5.02,6.22,3.4,201.5,1
1981,8,25,100.19,28.39,31.76,25.94,26.04,27.21,21.18,87.62,4.91,6.28,3.52,193.94,1
1981,8,26,100.27,28.25,31.51,26.05,25.63,26.94,20.63,86.38,3.6,4.27,2.73,184.62,1
1981,8,27,100.19,27.65,30.59,25.67,25.25,26.44,20.2,87.25,3.8,4.67,2.93,177.0,1
1981,8,28,100.01,27.44,30.28,25.63,25.51,26.48,20.57,89.44,4.36,5.88,3.55,180.0,1
1981,8,29,100.03,27.72,31.2,25.6,25.65,26.69,20.69,88.94,2.89,4.55,2.17,160.94,1
1981,8,30,100.11,28.12,31.84,24.98,25.61,26.87,20.63,87.0,3.41,4.14,2.21,153.5,0
1981,8,31,100.12,28.06,31.58,25.65,25.98,27.02,21.12,88.81,4.97,6.93,3.41,153.88,0
